en_word,uk_word
tested,випробуваний
rear,задній
democratic,демократичний
enhance,посилювати
switzerland,Швейцарія
exact,точний
bound,обмежений
parameter,параметр
adapter,адаптер
processor,процесор
node,вузол
formal,формальний
dimensions,розміри
contribute,сприяти
lock,замок
hockey,хокей
storm,штурм
micro,мікрофон
colleges,коледжі
laptops,ноутбуки
mile,миля
showed,показаний
challenges,виклики
editors,редактор
mens,чоловічий
threads,нитки
bowl,чаша
supreme,вищий
brothers,брати
recognition,визнання
presents,подарунки
ref,реф
tank,танк
submission,підпорядкування
dolls,ляльки
estimate,оцінювати
encourage,заохочувати
navy,військово -морський флот
kid,дитячий
regulatory,регуляторний
inspection,огляд
consumers,споживачі
cancel,скасувати
limits,обмеження
territory,територія
transaction,транзакція
manchester,Манчестер
weapons,зброя
paint,малювати
delay,затримка
pilot,пілот
outlet,розетка
contributions,Внески
continuous,безперервний
czech,чеський
resulting,в результаті
cambridge,Кембридж
initiative,ініціатива
novel,Роман
pan,каструль
execution,виконання
disability,інвалідність
increases,збільшується
ultra,ультра
winner,переможець
idaho,Айдахо
contractor,підрядник
episode,епізод
examination,обстеження
potter,гончар
dish,блюдо
plays,грає
bulletin,бюлетень
indicates,вказує
modify,змінювати
oxford,оксфорд
adam,Адам
truly,справді
epinions,епінони
painting,малювання
committed,відданий
extensive,обширний
affordable,доступний
universe,всесвіт
candidate,кандидат
databases,бази даних
patent,патентний
slot,гніздо
psp,PSP
outstanding,видатний
eating,їжа
perspective,перспектива
planned,запланований
watching,спостереження
lodge,ложа
messenger,месенджер
mirror,дзеркало
tournament,турнір
consideration,розгляд
discounts,знижки
sterling,стерлінг
sessions,сеанси
kernel,ядро
boobs,сиськи
stocks,запаси
buyers,покупці
journals,журнали
gray,сірий
catalogue,каталог
jennifer,Дженніфер
antonio,Антоніо
charged,заряджений
broad,широкий
taiwan,тайвань
und,не
chosen,обраний
demo,демо
greece,Греція
swiss,швейцарський
sarah,Сара
clark,кларк
labour,праця
hate,ненавидіти
terminal,термінал
publishers,видавці
nights,ночі
behalf,від імені
caribbean,карибський
liquid,рідкий
rice,рис
nebraska,Небраска
loop,петля
salary,зарплата
reservation,застереження
foods,їжа
gourmet,гурман
guard,охороняти
properly,належним чином
orleans,Орлеан
saving,заощадження
nfl,НФЛ
remaining,що залишився
empire,імперія
resume,резюме
twenty,двадцять
newly,нещодавно
raise,підняти
prepare,готувати
avatar,аватар
gary,геранг
depending,залежно
illegal,незаконний
expansion,розширення
vary,змінювати
hundreds,сотні
rome,Рим
arab,арабський
lincoln,Лінкольн
helped,допоміг
premier,прем'єр -міністр
tomorrow,завтра
purchased,закуплений
milk,молоко
decide,вирішити
consent,згода
drama,драма
visiting,відвідування
performing,виконання
downtown,центр міста
keyboard,клавіатура
contest,змагання
collected,зібраний
bands,смуги
boot,черевик
suitable,відповідний
absolutely,абсолютно
millions,мільйони
lunch,обід
dildo,фалоімітатор
audit,аудит
push,штовхнути
chamber,камера
guinea,гвінея
findings,висновки
muscle,м'яз
featuring,що містить
iso,ISO
implement,реалізація
clicking,клацання
scheduled,запланований
polls,опитування
typical,типовий
tower,башта
yours,ваш
sum,сума
misc,різний
calculator,калькулятор
significantly,значно
chicken,курка
temporary,тимчасовий
attend,відвідувати
shower,душ
alan,Алан
sending,надсилання
jason,Джейсон
tonight,сьогодні
dear,дорогий
sufficient,достатній
holdem,холдинг
shell,штурм
province,провінція
catholic,католицький
oak,дуб
vat,чан
awareness,обізнаність
vancouver,Ванкувер
governor,губернатор
beer,пиво
seemed,здавалося
contribution,внесок
measurement,вимірювання
swimming,плавання
spyware,шпигун
formula,формула
constitution,конституція
packaging,упаковка
solar,сонячний
jose,хосе
catch,виловити
jane,Джейн
pakistan,Пакистан
reliable,надійний
consultation,консультація
northwest,північний захід
sir,сер
doubt,сумнів
earn,заробляти
finder,пошук
unable,нездатний
periods,періоди
classroom,аудиторія
tasks,завдання
democracy,демократія
attacks,напади
kim,Кім
wallpaper,шпалери
merchandise,товари
const,констант
resistance,опір
doors,двері
symptoms,симптоми
resorts,курорти
biggest,найбільший
memorial,меморіальний
visitor,відвідувач
twin,близнюк
forth,вперед
insert,вставляти
baltimore,Балтімор
gateway,ворота
dont,не
alumni,випускники
drawing,малювання
candidates,кандидати
charlotte,шарлотта
ordered,упорядкований
biological,біологічний
fighting,бійка
transition,перехід
happens,трапляється
preferences,уподобання
spy,шпигун
romance,роман
instrument,інструмент
bruce,брюс
split,розкол
themes,теми
powers,сили
heaven,небо
bits,шматочки
pregnant,вагітна
twice,двічі
classification,класифікація
focused,цілеспрямований
egypt,Єгипет
physician,лікар
hollywood,голлівуд
bargain,торгуватися
wikipedia,Вікіпедія
cellular,клітинний
norway,Норвегія
vermont,Вермонт
asking,прохання
blocks,блоки
normally,нормально
spiritual,духовний
hunting,полювання
diabetes,діабет
suit,костюм
shift,зміна
chip,відколювати
res,резюме
sit,сидіти
bodies,тіла
photographs,фотографії
cutting,різання
wow,Ого
simon,Саймон
writers,письменники
marks,позначення
flexible,гнучкий
loved,любити
favourites,фаворити
mapping,картографування
numerous,численний
relatively,відносно
birds,птахи
satisfaction,задоволення
represents,представляє
char,чар
indexed,індексований
pittsburgh,Пітсбург
superior,вищий
preferred,переважний
saved,врятований
paying,оплачуваний
cartoon,мультфільм
shots,постріл
intellectual,інтелектуальний
moore,матовий
granted,наданий
choices,вибір
carbon,вуглець
spending,витрати
comfortable,зручний
magnetic,магнітний
interaction,взаємодія
listening,слухання
effectively,ефективно
registry,реєстр
crisis,криза
outlook,перспектива
massive,масивний
denmark,Данія
employed,працьовитий
bright,яскравий
treat,лікувати
header,заголовок
poverty,бідність
formed,сформований
piano,фортепіано
echo,відлуння
que,QUE
grid,сітка
sheets,простирадла
patrick,Патрік
experimental,експериментальний
puerto,пуерто
revolution,революція
consolidation,консолідація
displays,дисплеї
plasma,плазма
allowing,що дозволяє
earnings,заробіток
voip,лопатка
mystery,таємниця
landscape,пейзаж
dependent,залежний
mechanical,механічний
journey,мандрівка
delaware,делавер
bidding,торги
consultants,консультанти
risks,ризики
banner,банер
applicant,заявник
charter,статут
fig,рис
barbara,Барбара
cooperation,співпраця
counties,графство
acquisition,придбання
ports,порти
implemented,реалізований
directories,каталоги
recognized,визнаний
dreams,мрії
blogger,блогер
notification,сповіщення
licensing,ліцензування
stands,стенда
teach,навчати
occurred,сталося
textbooks,підручники
rapid,швидкий
pull,тягнути
hairy,волосяний
diversity,різноманітність
cleveland,Клівленд
reverse,зворотний
deposit,депозит
seminar,семінар
investments,інвестиції
latina,латина
nasa,НАСА
wheels,колеса
sexcam,секскам
specify,вказувати
accessibility,доступність
dutch,голландський
sensitive,чутливий
templates,шаблони
formats,формати
tab,вкладка
depends,залежить
boots,чоботи
holds,тримати
router,маршрутизатор
concrete,бетон
editing,редагування
poland,Польща
folder,папка
womens,жіночий
css,CSS
completion,завершення
upload,завантажувати
pulse,пульс
universities,університети
technique,техніка
contractors,підрядники
milfhunter,мілфхунтер
voting,голосування
courts,суди
notices,повідомлення
subscriptions,підписки
calculate,обчислювати
detroit,Детройт
alexander,Олександр
broadcast,трансляція
converted,перетворений
metro,метро
toshiba,Тошіба
anniversary,ювілей
improvements,вдосконалення
strip,роздягатися
specification,специфікація
pearl,перлина
accident,нещасний випадок
nick,розрізати
accessible,доступний
accessory,аксесуар
resident,мешканець
plot,сюжет
qty,QTY
possibly,можливо
airline,авіакомпанія
typically,типово
representation,представлення
regard,поважати
pump,накачувати
exists,існує
arrangements,домовленість
smooth,гладкий
conferences,конференції
uniprotkb,uniprotkb
beastiality,зловмисність
strike,вдарити
consumption,споживання
birmingham,Бірмінгем
flashing,миготливий
narrow,вузький
afternoon,післяобідній
threat,загроза
surveys,опитування
sitting,сидячий
putting,ставити
consultant,консультант
controller,контролер
ownership,власність
committees,комітети
penis,пеніс
legislative,законодавчий
researchers,дослідники
vietnam,В'єтнам
trailer,причіп
anne,Енн
castle,замок
gardens,сади
missed,пропущений
malaysia,Малайзія
unsubscribe,скасувати підписку
antique,антикварний
labels,етикетки
willing,готовий
bio,біографічний
molecular,молекулярний
upskirt,спідниця
acting,діючий
heads,голова
stored,зберігається
exam,іспит
logos,логотипи
residence,проживання
attorneys,адвокати
milfs,матуся
antiques,антикваріат
density,щільність
hundred,сотня
ryan,Райан
operators,оператори
strange,дивний
sustainable,стійкий
philippines,Філіппіни
statistical,статистичний
beds,ліжка
breasts,груди
mention,згадувати
innovation,інновація
pcs,ПК
employers,роботодавці
grey,сірий
parallel,паралельний
honda,гонда
amended,змінений
operate,діяти
bills,законопроекти
bold,сміливий
bathroom,ванна кімната
stable,конюшня
opera,опера
definitions,визначення
von,фон
doctors,лікарі
lesson,урок
cinema,кіно
asset,активатор
scan,сканувати
elections,вибори
drinking,пити
blowjobs,мінет
reaction,реакція
blank,порожній
enhanced,посилений
entitled,під назвою
severe,сильний
generate,генерувати
stainless,нержавіючий
newspapers,газети
hospitals,Лікарні
deluxe,розкішний
humor,гумор
aged,у віці
monitors,монітори
exception,виняток
lived,що жив
duration,тривалість
bulk,маса
successfully,успішно
indonesia,Індонезія
pursuant,відповідно
sci,наук
fabric,тканина
edt,Едт
visits,відвідування
primarily,насамперед
tight,щільний
domains,домени
capabilities,можливості
pmid,PMID
contrast,контраст
recommendation,рекомендація
flying,летячий
recruitment,набір
sin,гріх
berlin,Берлін
cute,милий
organized,організований
para,пара
siemens,Сіменс
adoption,усиновлення
improving,вдосконалення
expensive,дорогий
meant,орієнтований
capture,захоплення
pounds,кілограми
buffalo,буйвол
organisations,організації
plane,площина
explained,пояснений
seed,насіння
programmes,програми
desire,бажання
expertise,досвід
mechanism,механізм
camping,кемпінг
jewellery,ювелірні вироби
meets,зустрічатися
welfare,добробут
peer,однолітковий
caught,спійманий
eventually,зрештою
marked,позначений
driven,керований
measured,вимірюваний
medline,Medline
bottle,пляшка
agreements,угоди
considering,враховуючи
innovative,інноваційний
marshall,Маршалл
massage,масаж
rubber,гума
conclusion,висновок
closing,закриття
tampa,Тампа
thousand,тисяча
meat,м'ясо
legend,легенда
grace,благодать
susan,Сьюзен
ing,ґрунт
adams,Адамс
python,пітон
monster,монстр
alex,алекс
bang,удар
villa,вілла
bone,кістка
columns,стовпчики
disorders,розлад
bugs,клопи
collaboration,співпраця
hamilton,гамільтон
detection,виявлення
ftp,FTP
cookies,печиво
inner,внутрішній
formation,утворення
tutorial,підручник
med,медик
engineers,інженери
entity,об'єкт
cruises,круїз
gate,ворота
holder,власник
proposals,пропозиції
moderator,модератор
tutorials,навчальні посібники
settlement,врегулювання
portugal,португалія
lawrence,Лоуренс
roman,римський
duties,обов'язки
valuable,цінний
erotic,еротичний
tone,тон
collectables,колекція
ethics,етика
forever,назавжди
dragon,дракон
busy,зайняте
captain,капітан
fantastic,фантастичний
imagine,уявляти собі
brings,принести
heating,нагрівання
leg,нога
neck,шия
wing,крила
governments,уряди
purchasing,закупівля
scripts,сценарії
abc,ABC
stereo,стерео
appointed,призначений
taste,смак
dealing,торгівля
commit,вчинити
tiny,крихітний
operational,експлуатаційний
rail,залізничний
airlines,авіакомпанії
liberal,ліберальний
livecam,Livecam
jay,джей
trips,поїздок
gap,розрив
sides,сторона
tube,трубка
turns,повороти
corresponding,відповідний
descriptions,описи
cache,кеш
belt,пояса
jacket,куртка
determination,визначення
animation,анімація
oracle,оракул
matthew,матовий
lease,оренда
productions,виробництво
aviation,авіація
hobbies,хобі
proud,гордий
excess,надмірний
disaster,катастрофа
console,консоль
commands,командування
telecommunications,Телекомунікації
instructor,інструктор
giant,гігант
achieved,досягнутий
injuries,травми
shipped,відвантажений
bestiality,скотості
seats,сидіння
approaches,підходи
biz,шовкас
alarm,тривога
voltage,Напруга
anthony,Ентоні
nintendo,nintendo
usual,звичайний
loading,навантаження
stamps,штамп
appeared,з'явився
franklin,Франклін
angle,кут
rob,пограбувати
vinyl,вініл
highlights,моменти
mining,видобуток
designers,дизайнери
melbourne,Мельбурн
ongoing,що триває
worst,найгірший
imaging,зображення
betting,ставка
scientists,вчені
liberty,свобода
wyoming,вайомінг
blackjack,блекджек
argentina,аргентина
era,епоха
convert,конвертувати
possibility,можливість
analyst,аналітик
commissioner,комісар
dangerous,небезпечний
garage,гараж
exciting,захоплюючий
reliability,надійність
thongs,ремінці
gcc,GCC
unfortunately,на жаль
respectively,відповідно
volunteers,добровольці
attachment,вкладення
ringtone,дзвінок
finland,Фінляндія
morgan,морган
derived,похідний
pleasure,задоволення
honor,честь
asp,аспірант
oriented,орієнтований
eagle,орел
desktops,настільні ПК
pants,штани
columbus,Колумб
nurse,годувати
prayer,молитва
appointment,призначення
workshops,семінари
hurricane,ураган
quiet,спокійно
luck,удача
postage,поштова оплата
producer,виробник
represented,представлений
mortgages,іпотечні кредити
dial,набір
responsibilities,обов'язки
cheese,сир
comic,комікс
carefully,обережно
jet,струмінь
productivity,продуктивність
investors,інвестори
crown,коронка
par,на рівні
underground,підпілля
diagnosis,діагноз
maker,виробник
crack,тріщина
principle,принцип
picks,вибори
vacations,відпустка
gang,банда
semester,семестр
calculated,обчислений
cumshot,сперма
fetish,фетиш
applies,застосовувати
casinos,казино
appearance,зовнішність
smoke,палити
apache,апаче
filters,фільтри
incorporated,включений
craft,ремесло
cake,торт
notebooks,зошити
apart,окремо
fellow,колега
blind,сліпий
lounge,зал
mad,шалений
algorithm,алгоритм
semi,напів
coins,монети
andy,Енді
gross,грубий
strongly,сильно
cafe,кафе
valentine,валентин
hilton,хілтон
ken,кен
proteins,білки
horror,жах
exp,довідка
familiar,знайомий
capable,здатний
douglas,дуглас
debian,дебіан
till,до
involving,залучення
pen,ручка
investing,інвестування
christopher,Крістофер
admission,вступ
epson,Епсон
shoe,взуття
elected,обраний
carrying,перенесення
victory,перемога
sand,пісок
madison,мадісон
terrorism,тероризм
joy,радість
editions,видання
cpu,ЦП
mainly,переважно
ethnic,етнічний
ran,побігати
parliament,парламент
actor,актор
finds,знаходити
seal,запечатувати
situations,ситуації
fifth,п'ятий
allocated,розподілений
citizen,громадянин
vertical,вертикальний
corrections,виправлення
structural,структурний
municipal,муніципальний
describes,описує
prize,приз
occurs,виникає
jon,Джон
absolute,абсолютний
disabilities,інвалідність
consists,складається
anytime,у будь -який час
substance,речовина
prohibited,заборонений
addressed,адресований
lies,брехня
pipe,труба
soldiers,солдати
guardian,опікун
lecture,лекція
simulation,моделювання
layout,макет
initiatives,ініціативи
ill,хворий
concentration,концентрація
classics,класика
lbs,фунт
lay,покривати
interpretation,інтерпретація
horses,коні
lol,Лол
dirty,брудний
deck,палуба
wayne,Уейн
donate,пожертвувати
taught,навчили
bankruptcy,банкрутство
worker,працівник
optimization,оптимізація
alive,живий
temple,храм
substances,речовини
prove,доводити
discovered,виявлений
wings,крила
breaks,розрив
genetic,генетичний
restrictions,обмеження
participating,участь
waters,вода
promise,обіцянка
thin,тонкий
exhibition,виставка
prefer,віддавати перевагу
ridge,хребет
cabinet,шафа
modem,модем
harris,Гарріс
mph,МПГ
bringing,приношення
sick,хворий
dose,доза
evaluate,оцінювати
tiffany,Тіффані
tropical,тропічний
collect,збирати
bet,ставити
composition,склад
toyota,Toyota
streets,вулиці
nationwide,загальнонаціональний
vector,вектор
definitely,безумовно
shaved,поголений
turning,обертання
buffer,буфер
purple,фіолетовий
existence,існування
commentary,коментар
larry,Ларрі
limousines,лімузини
developments,розробки
def,деф
immigration,імміграція
destinations,напрямки
lets,давайте
mutual,взаємний
pipeline,трубопровід
necessarily,обов'язково
syntax,синтаксис
attribute,атрибут
prison,в'язниця
skill,навичка
chairs,стільці
everyday,повсякденний
apparently,мабуть
surrounding,навколишній
mountains,гори
moves,рухатися
popularity,популярність
inquiry,розслідування
ethernet,Ethernet
checked,перевірений
exhibit,експонат
throw,кидати
trend,тенденція
sierra,Сьєрра
visible,видимий
cats,коти
desert,пустеля
postposted,відкладений
oldest,найстаріший
rhode,род
nba,НБА
busty,грудаста
coordinator,координатор
obviously,очевидно
mercury,ртуть
steven,Стівен
handbook,довідник
greg,грег
navigate,навігація
worse,гірше
summit,саміт
victims,жертви
epa,EPA
spaces,пробіл
fundamental,фундаментальний
burning,спалювання
escape,Втеча
coupons,купони
somewhat,дещо
receiver,приймач
substantial,суттєвий
progressive,прогресивний
cialis,сиаліс
boats,човни
glance,погляд
scottish,шотландський
championship,чемпіонат
arcade,аркада
richmond,Річмонд
sacramento,Сакраменто
impossible,неможливий
ron,рон
russell,Рассел
tells,розповідає
obvious,очевидний
fiber,волокно
depression,депресія
graph,графік
covering,покриття
platinum,платина
judgment,судження
bedrooms,спальні
talks,переговори
filing,подання
foster,виховувати
modeling,моделювання
passing,проходження
awarded,нагороджений
testimonials,відгуки
trials,випробування
tissue,тканина
memorabilia,пам’ятки
clinton,Клінтон
masters,господарі
bonds,облігація
cartridge,картридж
alberta,Альберта
explanation,пояснення
folk,народ
org,org
commons,громади
cincinnati,Цинциннаті
subsection,підрозділ
fraud,шахрайство
electricity,електрика
permitted,дозволений
spectrum,спектр
arrival,прибуття
okay,Гаразд
pottery,гончарний посуд
emphasis,наголос
roger,Роджер
aspect,аспект
workplace,робоче місце
awesome,дивовижний
mexican,мексиканський
confirmed,підтверджений
counts,підрахунок
priced,ціна
wallpapers,шпалери
hist,іскритися
crash,розбити
lift,підйом
desired,бажаний
inter,між собою
closer,ближче
assumes,припускає
heights,висота
shadow,тінь
riding,їзда
infection,інфекція
firefox,фефокс
lisa,Ліза
expense,витрата
grove,гай
eligibility,придатність
venture,навчатись
clinic,клініка
korean,корейський
healing,загоєння
princess,принцеса
mall,торговий центр
entering,вхід
packet,пакет
spray,розпилення
studios,студії
involvement,залучення
dad,тато
buttons,кнопки
placement,розміщення
observations,спостереження
vbulletin,vbulletin
funded,фінансується
thompson,Томпсон
winners,переможці
extend,розширити
roads,дороги
subsequent,наступний
pat,погладжувати
dublin,дублін
rolling,прокатка
fell,впадати
motorcycle,мотоцикл
yard,ярд
disclosure,розголошення
establishment,створення
memories,спогади
nelson,нельсон
arrived,приїхав
creates,створює
faces,обличчя
tourist,турист
cocks,півень
mayor,міський голова
murder,вбивство
sean,Шон
adequate,адекватний
senator,сенатор
yield,похід
presentations,презентації
grades,сорт
cartoons,мультфільми
pour,розливати
digest,датчик
reg,рег
lodging,житло
tion,ції
dust,пил
hence,отже
wiki,Вікі
entirely,повністю
replaced,замінений
radar,радар
rescue,порятунок
undergraduate,студент
losses,втрата
combat,бій
reducing,зменшення
stopped,зупинений
occupation,заняття
lakes,озера
butt,задня
donations,пожертви
associations,асоціації
citysearch,CitySearch
closely,уважно
radiation,випромінювання
diary,щоденник
seriously,серйозно
kings,королі
shooting,стрілянина
kent,Кент
adds,додавання
nsw,NSW
ear,вуха
flags,прапори
pci,PCI
baker,пекар
launched,запущений
elsewhere,в іншому місці
pollution,забруднення
conservative,консерватор
guestbook,гостьова книга
shock,шокувати
effectiveness,ефективність
walls,стіни
abroad,за кордоном
ebony,чорне дерево
tie,зав'язувати
ward,підопічний
drawn,намальований
arthur,артур
ian,ян
visited,відвідав
roof,дах
walker,ходук
demonstrate,продемонструвати
atmosphere,атмосфера
suggests,пропонує
kiss,поцілувати
beast,звір
operated,експлуатрований
experiment,експеримент
targets,цілі
overseas,за кордон
purchases,покупки
dodge,ухилятися
counsel,консультація
federation,федерація
pizza,піца
invited,запрошений
yards,ярди
assignment,призначення
chemicals,хімікалії
gordon,Гордон
mod,мод
farmers,фермери
queries,запити
bmw,БМВ
rush,махати
ukraine,Україна
absence,відсутність
nearest,найближчий
cluster,кластер
vendors,продавці
mpeg,MPEG
whereas,де
yoga,йога
serves,служити
woods,ліси
surprise,здивувати
lamp,лампа
rico,рико
partial,частковий
shoppers,покупці
phil,Філ
everybody,всі
couples,пари
nashville,Нешвілл
ranking,рейтинг
jokes,жарти
cst,CST
http,HTTP
ceo,генеральний директор
simpson,Сімпсон
twiki,твіки
sublime,піднесений
counseling,консультування
palace,палац
acceptable,прийнятний
satisfied,задоволений
glad,радісно
wins,виграш
measurements,вимірювання
verify,перевірити
globe,глобус
trusted,довірений
copper,мідь
milwaukee,Мілуокі
rack,стовп
medication,ліки
warehouse,склад
shareware,діапазон
rep,реп
dicke,дике
kerry,керрі
receipt,квитанція
supposed,передбачуваний
ordinary,звичайний
nobody,ніхто
ghost,привид
violation,порушення
configure,налаштувати
stability,стабільність
mit,міт
applying,застосування
southwest,на південний захід
boss,бос
pride,гордість
institutional,інституційний
expectations,очікування
independence,незалежність
knowing,знання
reporter,репортер
metabolism,метаболізм
keith,кіт
champion,чемпіон
cloudy,хмарний
linda,Лінда
ross,Росс
personally,особисто
chile,чилі
anna,Анна
plenty,багато
solo,сольний
sentence,речення
throat,горло
ignore,ігнорувати
maria,Марія
uniform,уніформа
excellence,досконалість
wealth,багатство
tall,високий
somewhere,десь
vacuum,вакуум
dancing,танці
attributes,атрибути
recognize,визнати
brass,латунь
writes,писати
plaza,площа
pdas,КРЕС
outcomes,результати
survival,виживання
quest,пошук
publish,опублікувати
sri,шрі
screening,екранізація
toe,ніг
thumbnail,мініатюр
trans,транс
jonathan,Джонатан
whenever,щоразу
nova,нова
lifetime,час життя
api,API
pioneer,піонер
booty,здобич
forgotten,забутий
acrobat,акробат
plates,тарілки
acres,десятки
venue,місце
athletic,атлетичний
thermal,термічний
essays,нариси
behaviour,поведінка
vital,життєво важливий
telling,розповідний
fairly,досить
coastal,прибережний
config,конфігурація
charity,благодійність
intelligent,розумний
edinburgh,Едінбург
excel,вишукуватися
modes,режими
obligation,зобов'язання
campbell,Кемпбелл
wake,прокидатися
stupid,дурний
harbor,гавань
hungary,Угорщина
traveler,мандрівник
urw,урв
segment,сегмент
realize,усвідомлювати
regardless,незалежно
lan,локальна мережа
enemy,ворог
puzzle,загадка
rising,підйом
aluminum,алюміній
wells,свердловина
wishlist,список бажань
opens,відкривати
insight,в поле зору
sms,СМС
shit,лайно
restricted,обмежений
republican,республіканець
secrets,секрети
lucky,щасливий
latter,останній
merchants,купці
thick,товстий
trailers,причепи
repeat,повторити
syndrome,синдром
philips,Філіпс
attendance,відвідування
penalty,штраф
drum,барабан
glasses,окуляри
enables,дозволяє
nec,нью
iraqi,іракський
builder,будівельник
vista,випуск
jessica,Джессіка
chips,чіпси
terry,террі
flood,затоплення
foto,фото
ease,полегшити
arguments,аргументи
amsterdam,Амстердам
orgy,оргія
arena,арена
adventures,пригоди
pupils,учні
stewart,Стюарт
announcement,оголошення
tabs,вкладки
outcome,результат
appreciate,оцінювати
expanded,розширений
casual,випадковий
grown,вирощений
polish,польський
lovely,милий
extras,екстри
centres,центри
jerry,Джеррі
clause,застереження
smile,посміхатися
lands,земля
troops,війська
indoor,в приміщенні
bulgaria,Болгарія
armed,озброєний
broker,брокер
charger,зарядка
regularly,регулярно
believed,віруючий
pine,сосна
cooling,охолодження
tend,схиляти
gulf,затока
rick,рик
trucks,вантажівки
mechanisms,механізми
divorce,розлучення
laura,Лора
shopper,покупець
tokyo,Токіо
partly,частково
nikon,нікокон
customize,налаштувати
tradition,традиція
candy,цукерка
pills,таблетки
tiger,тигр
donald,Дональд
folks,люди
sensor,датчик
exposed,підданий
telecom,телекомунікація
hunt,полювання
angels,ангели
deputy,заступник
indicators,показники
sealed,запечатаний
thai,тайський
emissions,викиди
physicians,лікарі
loaded,навантажений
fred,фред
complaint,скарга
scenes,сцени
experiments,експерименти
balls,кулі
afghanistan,Афганістан
boost,підсилювати
spanking,шпигунський
scholarship,стипендія
governance,управління
mill,млин
founded,заснований
supplements,добавки
chronic,хронічний
icons,ікони
tranny,транзист
moral,моральний
den,вертеп
catering,харчування
aud,ауд
finger,палець
keeps,зберігається
pound,клопоти
locate,знаходити
camcorder,відеокамера
trained,навчений
burn,спалювати
implementing,реалізація
roses,троянди
labs,лабораторія
ourselves,ми самі
bread,хліб
tobacco,тютюн
wooden,дерев'яний
motors,двигуни
tough,жорсткий
roberts,Робертс
incident,інцидент
gonna,збої
dynamics,динаміка
lie,лежати
crm,CRM
conversation,розмова
decrease,зменшувати
cumshots,кумшоти
chest,груди
pension,пенсія
billy,Біллі
revenues,доходи
emerging,що виникає
worship,поклоніння
bukkake,буккейк
capability,здатність
craig,крейг
herself,сама
producing,виробництво
churches,церков
precision,точність
damages,збитки
reserves,резерви
contributed,внесений
solve,вирішити
shorts,шорти
reproduction,репродукція
minority,меншина
diverse,різноманітний
amp,підсилювач
ingredients,інгредієнти
johnny,Джонні
sole,єдиний
franchise,франшиза
recorder,рекордер
complaints,скарги
facing,зіткнення
nancy,нанівець
promotions,акції
tones,тони
passion,пристрасть
rehabilitation,реабілітація
maintaining,підтримка
sight,видовище
laid,закладений
clay,глина
defence,захист
patches,клаптики
weak,слабкий
refund,повернути
usc,USC
towns,містечки
environments,середовище
trembl,тремтіння
divided,розділений
blvd,бульвар
reception,прийом
amd,AMD
wise,мудрий
emails,електронні листи
cyprus,кіпр
odds,шанс
correctly,правильно
insider,інсайдер
seminars,семінари
consequences,наслідки
makers,виробники